stop_id;stop_name;stop_desc;zone_id;type
par_8_19868;PºDEMOCRACIA-EST.SOTO DEL HENARES;Paseo de la Democracia 17;B2;Autobús Interurbano
par_8_20902;AV.CONSTITUCIÓN-MAHATMA GANDHI;Avda   Constitución 229;B2;Autobús Interurbano
par_8_20903;AV.CONSTITUCIÓN-Pº DEMOCRACIA;Avda   Constitución 236;B2;Autobús Interurbano
par_8_06923;HILADOS-PARQUE CATALUÑA;Calle   Hilados 8;B2;Autobús Interurbano
par_8_06929;BRÚJULA-CENTRO DE SALUD;Calle   Brújula 4;B2;Autobús Interurbano
par_8_06930;SILICIO-BRÚJULA;Calle  Silicio 50;B2;Autobús Interurbano
par_8_06931;CIRCUNVALACIÓN-HIERRO;Calle   Circunvalación 20;B2;Autobús Interurbano
par_8_06932;CIRCUNVALACIÓN-HIERRO;Calle  Circunvalación 16;B2;Autobús Interurbano
par_8_06935;CIRCUNVALACIÓN-ABEDUL;Calle   Circunvalación 57;B2;Autobús Interurbano
par_8_06936;CIRCUNVALACIÓN-CEDRO;Calle   Circunvalación 60;B2;Autobús Interurbano
par_8_06937;CIRCUNVALACIÓN-SOLANA;Calle   Circunvalación 74;B2;Autobús Interurbano
par_8_06938;CIRCUNVALACIÓN-SOLANA;Calle   Circunvalación 97;B2;Autobús Interurbano
par_8_07429;BRÚJULA-CENTRO DE SALUD;Calle  Brújula 1;B2;Autobús Interurbano
par_8_11436;CIRCUNVALACIÓN-POZO DE LAS NIEVES;Calle   Circunvalación 5;B2;Autobús Interurbano
par_8_11929;POZO DE LAS NIEVES-CIRCUNVALACIÓN;Calle  Pozo de las Nieves 4;B2;Autobús Interurbano
par_8_15943;CTRA.M206-PLAZA DE TOROS;Calle   Río 52;B2;Autobús Interurbano
par_8_15944;CTRA.M206-PLAZA DE TOROS;Avda   Luna 9100;B2;Autobús Interurbano
par_8_16559;AV.UNIÓN EUROPEA-CENTRO DE SALUD;Avda de la Unión Europea 5;B2;Autobús Interurbano
par_8_16560;AV.UNIÓN EUROPEA-CENTRO DE SALUD;Avda de la Unión Europea 4;B2;Autobús Interurbano
par_8_17554;AV.UNIÓN EUROPEA-DINAMARCA;Avda de la Unión Europea 13;B2;Autobús Interurbano
par_8_17555;AV.UNIÓN EUROPEA-DINAMARCA;Avda de la Unión Europea 14;B2;Autobús Interurbano
par_8_18089;SOLANA-CIRCUNVALACIÓN;Calle  Solana 53;B2;Autobús Interurbano
par_8_19054;AV.JOAN MIRÓ-AV.CARMEN MARTÍN GAITE;Avda   Joan Miró 3;B2;Autobús Interurbano
par_8_19055;AV. JOAN MIRÓ-JUAN GRIS;Avda   Joan Miró 3;B2;Autobús Interurbano
par_8_19169;AV.JOAN MIRÓ-MARIANO BENLLIURE;Avda   Joan Miró 7;B2;Autobús Interurbano
par_8_19170;AV.JOAN MIRÓ-DULCE CHACÓN;Avda   Joan Miró 7;B2;Autobús Interurbano
par_8_20350;SILICIO-HILADOS;Calle   Silicio 32;B2;Autobús Interurbano
par_8_20953;AV.JOAN MIRÓ-SALVADOR DALÍ;Avda   Joan Miró 9;B2;Autobús Interurbano
par_8_20954;AV.JOAN MIRÓ-MONTSERRAT ROIG;Avda   Joan Miró 9;B2;Autobús Interurbano
par_8_06888;AV.MADRID-BUDAPEST;Avda   Madrid 33;B2;Autobús Interurbano
par_8_06889;AV.MADRID-BUDAPEST;Avda  Madrid 60;B2;Autobús Interurbano
par_8_06890;AV.MADRID-MILÁN;Avda  Madrid 40;B2;Autobús Interurbano
par_8_06891;AV.MADRID-MILÁN;Avda   Madrid 21;B2;Autobús Interurbano
par_8_06892;AV.MADRID-TURÍN;Avda   Madrid 2;B2;Autobús Interurbano
par_8_06894;AV.MADRID-TURÍN;Avda   Madrid 2;B2;Autobús Interurbano
par_8_06901;MADRID-COLEGIO;Calle  Madrid 3;B2;Autobús Interurbano
par_8_06902;MADRID-COLEGIO;Calle  Madrid 6;B2;Autobús Interurbano
par_8_07235;AV.MADRID-PARQUE LAS VEREDILLAS;Avda   Madrid 20;B2;Autobús Interurbano
par_8_09558;AV.MADRID-CENTRO DE SALUD;Avda   Madrid 39;B2;Autobús Interurbano
par_8_09559;AV.MADRID-CENTRO DE SALUD;Avda   Madrid 66;B2;Autobús Interurbano
par_8_16533;CTRA.BASE-AV.CONSTITUCIÓN;Ctra  Base 3;B2;Autobús Interurbano
par_8_16538;SAN FERNANDO-CAMPO DE FÚTBOL;Calle  San Fernando 1;B2;Autobús Interurbano
par_8_18090;SOLANA-CIRCUNVALACIÓN;Calle  Solana 53;B2;Autobús Interurbano
par_8_19171;CTRA.BASE-AV.MADRID;Ctra   Base 6;B2;Autobús Interurbano
par_8_06960;AV.DAGANZO-GTA.CHORRILLO;Avda   Daganzo 2 A;B3;Autobús Interurbano
par_8_06961;AV.DAGANZO-GTA.DEL CHORRILLO;Avda  Daganzo SN;B3;Autobús Interurbano
par_8_07060;VILLAMALEA-RESIDENCIA DE MAYORES;Lugar  Residencia de Ancianos C.A.M. SN;B3;Autobús Interurbano
par_8_11744;AV.GUSTAVO A.BÉCQUER-PÍO BAROJA;Avda  Gustavo Adolfo Bécquer 1;B3;Autobús Interurbano
par_8_11750;VILLAMALEA-RESIDENCIA DE MAYORES;Calle   Villamalea 1;B3;Autobús Interurbano
par_8_11789;UNIV.ALCALÁ-HOSPITAL;Ctra de Meco 600;B3;Autobús Interurbano
par_8_11790;UNIV.ALCALÁ-HOSPITAL;Ctra de Meco 600;B3;Autobús Interurbano
par_8_12258;AV.BENITO PÉREZ GALDÓS-PÍO BAROJA;Avda   Benito Pérez Galdós 3;B3;Autobús Interurbano
par_8_12259;AV.BENITO PÉREZ GALDÓS-PZA.ALFONSO XII;Avda   Benito Pérez Galdós 3;B3;Autobús Interurbano
par_8_12260;AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN;Avda   Benito Pérez Galdós 15;B3;Autobús Interurbano
par_8_12357;AV.BENITO P.GALDÓS-LEOPOLDO ALAS CLARÍN;Avda  Benito Pérez Galdós 12;B3;Autobús Interurbano
par_8_12358;VILLALBILLA-MERCADO;Calle  Villalbilla 1;B3;Autobús Interurbano
par_8_12360;VILLALBILLA-MERCADO;Calle  Villalbilla 1;B3;Autobús Interurbano
par_8_12433;ALEJO CARPENTIER-MIGUEL DELIBES;Calle   Alejo Carpentier 23;B3;Autobús Interurbano
par_8_12434;ALEJO CARPENTIER-MIGUEL DELIBES;Calle   Alejo Carpentier 20;B3;Autobús Interurbano
par_8_12681;AV.JUAN CARLOS I-EST.LA GARENA;Avda   Juan Carlos I 16;B3;Autobús Interurbano
par_8_12682;AV.JUAN CARLOS I-EST.LA GARENA;Avda   Juan Carlos I 16;B3;Autobús Interurbano
par_8_12683;AV.JUAN CARLOS I-ALEJANDRO MALASPINA;Avda   Juan Carlos I 10;B3;Autobús Interurbano
par_8_12684;AV.JUAN CARLOS I-AGUSTÍN DE BETHENCOURT;Avda  Juan Carlos I 7;B3;Autobús Interurbano
par_8_12685;AV.JUAN CARLOS I-PZA.JESÚS GURIDI;Avda  Juan Carlos I 1;B3;Autobús Interurbano
par_8_12686;AV.JUAN CARLOS I-PZA.JESÚS GURIDI;Avda  Juan Carlos I 1;B3;Autobús Interurbano
par_8_12687;AV.EUROPA-FEDERICO CHUECA;Avda de Europa 4;B3;Autobús Interurbano
par_8_12688;AV.EUROPA-FEDERICO CHUECA;Avda de Europa 4;B3;Autobús Interurbano
par_8_12694;AV.JUAN CARLOS I-C.C.ALCALÁ DE HENARES;Avda   Juan Carlos I 24;B3;Autobús Interurbano
par_8_12788;AV.AJALVIR-AMADEO VIVES;Avda  Ajalvir 10;B3;Autobús Interurbano
par_8_12789;AV.AJALVIR-AMADEO VIVES;Avda  Ajalvir 10;B3;Autobús Interurbano
par_8_13191;JOSÉ MARÍA PEREDA-PZA.CARLOS ARNICHES;Calle   José María Pereda 26;B3;Autobús Interurbano
par_8_13192;JOSÉ MARÍA PEREDA-PZA.CARLOS ARNICHES;Calle  José María Pereda 31;B3;Autobús Interurbano
par_8_15531;UNIV.ALCALÁ-POLITÉCNICO;Ctra de Meco 1100;B3;Autobús Interurbano
par_8_15839;HOSPITAL-ENTRADA PRINCIPAL;Ctra de Meco 900;B3;Autobús Interurbano
par_8_19153;HOSPITAL-URGENCIAS/EXTRACCIONES;Ctra de Meco 700;B3;Autobús Interurbano
par_8_19154;HOSPITAL-URGENCIAS/EXTRACCIONES;Ctra de Meco 700;B3;Autobús Interurbano
par_8_20410;AV.GUSTAVO ADOLFO BÉCQUER-PÍO BAROJA;Avda   Gustavo Adolfo Bécquer 1;B3;Autobús Interurbano
par_8_20534;VILLAMALEA-JUAN RAMÓN JIMÉNEZ;Calle   Villamalea 1;B3;Autobús Interurbano
par_8_20535;VILLAMALEA-JUAN RAMÓN JIMÉNEZ;Calle   Villamalea 1;B3;Autobús Interurbano
par_8_06967;RONDA FISCAL-PºLAS MORERAS;Calle   Ronda Fiscal 2;B3;Autobús Interurbano
par_8_06968;RONDA FISCAL-PºLAS MORERAS;Calle   Ronda Fiscal 2;B3;Autobús Interurbano
par_8_07013;AV.LOPE DE FIGUEROA-PZA.JUVENTUD;Avda  Lope de Figueroa 1;B3;Autobús Interurbano
par_8_07014;AV.LOPE DE FIGUEROA-PZA.JUVENTUD;Avda   Lope de Figueroa 2;B3;Autobús Interurbano
par_8_07039;AV.LOPE DE FIGUEROA-PZA.RGUEZ.DE HITA;Avda de Lope de Figueroa 16;B3;Autobús Interurbano
par_8_09456;AV.LOPE DE FIGUEROA-ÁVILA;Avda  Lope de Figueroa 54;B3;Autobús Interurbano
par_8_12352;RONDA FISCAL-SAN VIDAL;Calle  Ronda Fiscal 15;B3;Autobús Interurbano
par_8_12353;RONDA FISCAL-RÍO ARLANZA;Calle   Ronda Fiscal 13;B3;Autobús Interurbano
par_8_17584;AV.LOPE DE FIGUEROA-FERNANDO FLANDES;Avda  Lope de Figueroa 53;B3;Autobús Interurbano
par_8_20807;AV.LOPE DE FIGUEROA-PZA.RGUEZ DE HITA;Avia de Lope de Figueroa 0;B3;Autobús Interurbano
par_8_07022;PºESTACIÓN-ZULOAGA;Paseo de la Estación 10;B3;Autobús Interurbano
par_8_07026;AV.GUADALAJARA-BRIHUEGA;Avda   Guadalajara 3;B3;Autobús Interurbano
par_8_09672;MALLORCA-CºSAN JUAN DEL VISO;Calle  Mallorca 1;C1;Autobús Interurbano
par_8_09673;AV.MADRID-LANZAROTE;Avda   Madrid sn;C1;Autobús Interurbano
par_8_09675;AV.SORIA-ZULEMA;Calle   Barcelona 2;C1;Autobús Interurbano
par_8_10076;CTRA.M300-CEMENTERIO JARDÍN;Ctra   Pastrana (Margen Derecho) 2;B3;Autobús Interurbano
par_8_11499;ESCOCIA-ALEMANIA;Calle  Escocia 60;C1;Autobús Interurbano
par_8_11500;AV.ESPAÑA-CENTRO COMERCIAL;Avda  España 1;C1;Autobús Interurbano
par_8_11502;AV.DINAMARCA-PEÑAS ALBAS;Avda   Dinamarca 6;C1;Autobús Interurbano
par_8_11934;AZUCENA-GINER DE LOS RÍOS;Calle  Azucena 6;B3;Autobús Interurbano
par_8_12047;CTRA.M300-URB.MARIBLANCA;Ctra   M-300 (Alcalá de Henares) 17400;C1;Autobús Interurbano
par_8_12048;CTRA.M300-URB.MARIBLANCA;Ctra  M-300 (Alcalá de Henares) SN;C1;Autobús Interurbano
par_8_12245;MARCOS MARTÍNEZ-PºESTACIÓN;Calle   Marcos Martínez 2;B3;Autobús Interurbano
par_8_13007;ESCOCIA-PEÑAS ALBAS;Calle   Escocia 63;C1;Autobús Interurbano
par_8_13008;AV.ESPAÑA-CENTRO COMERCIAL;Avda  España 1;C1;Autobús Interurbano
par_8_13009;AV.DINAMARCA-SUIZA;Avda   Dinamarca 3;C1;Autobús Interurbano
par_8_13010;ROMA-LONDRES;Calle   Roma 6;C1;Autobús Interurbano
par_8_13011;LONDRES-ROMA;Calle  Londres 5;C1;Autobús Interurbano
par_8_13012;ATENAS-MADRID;Calle  Atenas 1;C1;Autobús Interurbano
par_8_17497;CTRA.M300-PZA.RUBÉN DARÍO;Ctra   M-300 (Alcalá-Loeches) 19600;C1;Autobús Interurbano
par_8_17498;CTRA.M300-PZA.RUBÉN DARÍO;Ctra   M-300 (Alcalá-Loeches) 19600;C1;Autobús Interurbano
par_8_17770;AV.SORIA-ZULEMA;Avda   Soria 1;C1;Autobús Interurbano
par_8_17772;CºSAN JUAN DEL VISO-MALLORCA;Cmno de San Juan del Viso sn;C1;Autobús Interurbano
par_8_18521;BAÑOS DE SACEDÓN-EL VISO;Calle de Los Baños de Sacedón 2;C1;Autobús Interurbano
par_8_18526;BAÑOS DE SACEDÓN-EL VISO;Calle de  Los Baños de Sacedón 16;C1;Autobús Interurbano
par_8_18593;CTRA.M300-CEMENTERIO JARDÍN;Ctra   Pastrana (Margen Izquierdo) 23000;B3;Autobús Interurbano
par_8_19174;PºALAMEDA-AV. LOPE FIGUEROA;Paseo de la Alameda 21;B3;Autobús Interurbano
par_8_19944;CTRA.M300-URB.LOS HUEROS;Calle   Joaquín Sorolla 12;C1;Autobús Interurbano
par_8_20689;Cº LA ISABELA-POLIDEPORTIVO EL VISO;Calle   Cº de la Isabela sn;C1;Autobús Interurbano
par_8_20690;Cº LA ISABELA-POLIDEPORTIVO EL VISO;Calle   Cº de la Isabela sn;C1;Autobús Interurbano
par_8_20691;MARIANO J. DE LARRA-SUPERMERCADO;Calle   Mariano José de Larra 23;C1;Autobús Interurbano
par_8_20692;MARIANO J. DE LARRA-SUPERMERCADO;Calle   Mariano José de Larra 29;C1;Autobús Interurbano
par_8_20694;AV.M.DE CERVANTES-PARQUE DEL LAGO;Avda de Miguel de Cervantes 62;C1;Autobús Interurbano
par_8_20696;AV.M.DE CERVANTES-PARQUE DEL LAGO;Avda de Miguel de Cervantes 64;C1;Autobús Interurbano
par_8_20697;AAV.M.DE CERVANTES-RAMÓN G.DE LA SERNA;Avda de Miguel de Cervantes 74;C1;Autobús Interurbano
par_8_20698;AV.M.DE CERVANTES-RAMÓN G.DE LA SERNA;Avda de Miguel de Cervantes 74;C1;Autobús Interurbano
par_8_20699;AV.M.DE CERVANTES-GABRIEL G. MÁRQUEZ;Avda de Miguel de Cervantes 74;C1;Autobús Interurbano
par_8_20700;AV.M.DE CERVANTES-GABRIEL G. MÁRQUEZ;Avda de Miguel de Cervantes 74;C1;Autobús Interurbano
par_8_20701;GABRIEL G. MÁRQUEZ-AV.ANTIGUOS BAÑOS DE LA ISABELA;Calle   Gabriel García Márquez 21;C1;Autobús Interurbano
par_8_20702;GABRIEL G. MÁRQUEZ-AV.ANTIGUOS BAÑOS DE LA ISABELA;Calle   Gabriel García Márquez 21;C1;Autobús Interurbano
par_8_20703;AV.MADRID-CENTRO DE SALUD;Avda   Madrid 1;C1;Autobús Interurbano
par_8_20704;AV.ANTIGUOS BAÑOS ISABELA-CºJOSÉ DE CECA;Avda de los Antiguos Baños de la Isabela 42;C1;Autobús Interurbano
par_8_20705;AV.ANTIGUOS BAÑOS ISABELA-GABRIEL MIRÓ;Avda de los Antiguos Baños de la Isabela 42;C1;Autobús Interurbano
par_8_20766;AV.MADRID-CENTRO DE SALUD;Avda   Madrid 1;C1;Autobús Interurbano
par_8_07042;PEDRO SARMIENTO GAMBOA-LOPE DE RUEDA;Calle de Pedro Sarmiento de Gamboa 7;B3;Autobús Interurbano
par_8_07043;PEDRO SARMIENTO GAMBOA-LOPE DE RUEDA;Calle de Pedro Sarmiento de Gamboa 12;B3;Autobús Interurbano
par_8_07045;FERRAZ-GOYA;Calle   Ferraz 4;B3;Autobús Interurbano
par_8_07064;AV.MECO-CLUB HÍPICO;Calle de Batalla del Ebro 82;B3;Autobús Interurbano
par_8_08994;VILLALBILLA-PZA.QUIOSCO;Calle   Mondéjar 28;C1;Autobús Interurbano
par_8_09444;VILLALBILLA-PZA.QUIOSCO;Calle   Alcalá 12;C1;Autobús Interurbano
par_8_11791;PRISIÓN ALCALÁ MECO;Lugar   Prisión Alcalá-Meco SN;B3;Autobús Interurbano
par_8_11935;PZA.PUERTA DE MÁRTIRES-TENIENTE RUIZ;Calle   Teniente Ruiz 1;B3;Autobús Interurbano
par_8_17217;LOS HUEROS-J.EUSEBIO LÓPEZ SOLDADO;Calle  Juan Eusebio López Soldado 9;C1;Autobús Interurbano
par_8_18524;AV.ANT.BAÑOS ISABELA-PZA.G.GªMÁRQUEZ;Avda de los Antiguos Baños de la Isabela 42;C1;Autobús Interurbano
par_8_18525;BAÑOS DE SACEDÓN-MIGUEL UNAMUNO;Calle   Dámaso Alonso 38;C1;Autobús Interurbano
par_8_20397;PZA.PUERTA DE MÁRTIRES-AZUCENA;Plaza   Puerta de Mártires 2;B3;Autobús Interurbano
par_8_07048;AV.MECO-PABELLÓN POLIDEPORTIVO;Avda de Meco 7;B3;Autobús Interurbano
par_8_07049;AV.MECO-PABELLÓN POLIDEPORTIVO;Avda de Meco 6;B3;Autobús Interurbano
par_8_07063;AV.MECO-CENTRO DEPORTIVO MILITAR;Rtda   Brigada Paracaidista 1;B3;Autobús Interurbano
par_8_07066;SEVERO OCHOA-BARBERÁN Y COLLAR;Calle   Severo Ochoa SN;B3;Autobús Interurbano
par_8_07074;CTRA.M121-MINISTERIO EDUCACIÓN;Ctra de Meco 2000;B3;Autobús Interurbano
par_8_10060;AV.CERVANTES-CºVALDEAVERO;Avda   Cervantes 15 B;C1;Autobús Interurbano
par_8_11788;CTRA.M121-BIBLIOTECA NACIONAL;Ctra de Meco 1.800;B3;Autobús Interurbano
par_8_12313;AV.CERVANTES-CºVALDEAVERO;Avda   Cervantes 18;C1;Autobús Interurbano
par_8_16430;AV.CERVANTES-CºCARREVILLAR;Avda   Cervantes 7 C;C1;Autobús Interurbano
par_8_16431;AV.CERVANTES-VALLE INCLÁN;Avda   Cervantes 7 A;C1;Autobús Interurbano
par_8_16432;AV.CERVANTES-QUEVEDO;Avda   Cervantes 50;C1;Autobús Interurbano
par_8_16433;AV.CERVANTES-CºBUJES;Avda   Cervantes 47;C1;Autobús Interurbano
par_8_16434;AV.INDUSTRIA-VALDELACUEVA;Avda de la Industria 15;C1;Autobús Interurbano
par_8_16436;AV.INDUSTRIA-RÍO MANZANARES;Avda de la Industria 15;C1;Autobús Interurbano
par_8_19151;HOSPITAL-RESIDENCIAS UNIVERSITARIAS;Ctra de Meco 600;B3;Autobús Interurbano
par_8_19152;HOSPITAL-RESIDENCIAS UNIVERSITARIAS;Ctra de Meco 600;B3;Autobús Interurbano
par_8_20675;AV.UNIÓN EUROPEA-FRANCIA;Avda   Unión Europea 2;C1;Autobús Interurbano
par_8_20676;AV.UNIÓN EUROPEA-FRANCIA;Avda   Unión Europea 1;C1;Autobús Interurbano
par_8_20677;AV.UNIÓN EUROPEA-CTRA.CAMARMA;Avda   Unión Europea 34;C1;Autobús Interurbano
par_8_20678;AV.UNIÓN EUROPEA-CTRA.CAMARMA;Avda   Unión Europea 34;C1;Autobús Interurbano
par_8_21270;CTRA.CAMARMA-MÁRMOL;Ctra de Camarma 4200;C1;Autobús Interurbano
par_8_21371;VÍA COMPLUTENSE-ATIENZ;Calle   Vía Complutense SN;B3;Autobús Interurbano
par_8_07403;DAGANZO DE ARRIBA-GTA.ALCALÁ;Ctra   Ajalvir 10600;B3;Autobús Interurbano
par_8_07404;DAGANZO DE ARRIBA-GTA.ALCALÁ;Ctra   Ajalvir 10600;B3;Autobús Interurbano
par_8_09393;TERMINAL AV.FRONTERAS;Avda   Fronteras 2 B;B2;Autobús Interurbano
par_8_09532;CTRA.AJALVIR-POL.IND.GITESA;Ctra   Ajalvir 10100;B3;Autobús Interurbano
par_8_09533;CTRA.AJALVIR-POL.IND.GITESA;Ctra   Ajalvir 10000;B3;Autobús Interurbano
par_8_09650;CTRA.M113-JARDÍN DE SERRACINES;Ctra   M-113 (Ajalvir-Ribatejada) 22000;C1;Autobús Interurbano
par_8_09651;CTRA.M113-URB.LOS OLMOS;Ctra   M-113 (Ajalvir-Ribatejada) 3;C1;Autobús Interurbano
par_8_09652;CTRA.M113-URB.SERRACINES I;Ctra   M-113 (Ajalvir-Ribatejada) 20700;C1;Autobús Interurbano
par_8_09653;CTRA.M113-FRESNO DE TOROTE;Ctra   M-113 (Ajalvir-Ribatejada) 17200;C1;Autobús Interurbano
par_8_09654;CTRA.M113-URB.SERRACINES I;Ctra   M-113 (Ajalvir-Ribatejada) 60;C1;Autobús Interurbano
par_8_09793;RIBATEJADA-CONCEPCIÓN;Calle de la Concepción 1;C1;Autobús Interurbano
par_8_09794;CTRA.M113-URB.PARAJE DEL ARZOBISPO;Ctra de Ribatejada-Casar de Talamanca 22800;C1;Autobús Interurbano
par_8_09802;VALDEAVERO-FRAGUA;Calle de la Fragua 41;C1;Autobús Interurbano
par_8_10059;ANTONIO MOYA-CTRA.VALDEAVERO;Calle de Antonio Moya 12;C1;Autobús Interurbano
par_8_10064;ANTONIO MOYA-CTRA.VALDEAVERO;Calle de Antonio Moya 15;C1;Autobús Interurbano
par_8_10066;LUIS ASTRANA MARÍN-PARQUE O´DONNELL;Calle  Luis Astrana Marín 10;B3;Autobús Interurbano
par_8_10067;AV.COMPLUTENSE-ENRIQUE MOYA;Avda de la Complutense 26;C1;Autobús Interurbano
par_8_10068;CTRA.M119-URB.LA CARDOSA;Avda la Cardosa 2;C1;Autobús Interurbano
par_8_10098;ANTIGUA.M114-POL.IND.LOS OLIVOS;Ctra de Torrejón 800;B2;Autobús Interurbano
par_8_10198;CAMARMA DE ESTERUELAS-AYUNTAMIENTO;Plaza del Paseo 19;C1;Autobús Interurbano
par_8_10253;CTRA.M114-POL.IND.JUAN Y ANTONIO;Ctra de Torrejón 300;B2;Autobús Interurbano
par_8_10405;CºALCALÁ-PARQUE;Cmno de Alcalá 46;C1;Autobús Interurbano
par_8_10415;CTRA.M113-URB.PARAJE DEL ARZOBISPO;Ctra de Ribatejada-Casar de Talamanca 22800;C1;Autobús Interurbano
par_8_10416;CTRA.M113-JARDIN DE SERRACINES;Ctra  M-113 (Ajalvir-Ribatejada) 2;C1;Autobús Interurbano
par_8_10417;CTRA.M113-URB.SERRACINES II;Ctra   M-113 (Ajalvir-Ribatejada) 32;C1;Autobús Interurbano
par_8_10419;CTRA.M113-FRESNO DE TOROTE;Ctra   M-113 (Ajalvir-Ribatejada) 17300;C1;Autobús Interurbano
par_8_10822;GRAN VÍA-POL.IND.ALCAMAR;Calle  Gran Vía 11;C1;Autobús Interurbano
par_8_10823;CºALCALÁ-PARQUE;Cmno de Alcalá 44;C1;Autobús Interurbano
par_8_10825;CTRA.M119-URB.EL PRACTICANTE;Calle del Ruiseñor 1;C1;Autobús Interurbano
par_8_10830;CTRA.M114-POL.IND.EL CABRIL;Ctra de Torrejón 400;B2;Autobús Interurbano
par_8_11029;CAMARMA DE ESTERUELAS-AYUNTAMIENTO;Plaza del Paseo 1;C1;Autobús Interurbano
par_8_11414;GRAN VÍA-POL.IND.ALCAMAR;Calle  Gran Vía 11;C1;Autobús Interurbano
par_8_11415;CTRA.M119-POL.IND.ALCAMAR;Ctra de Alcalá 4000;C1;Autobús Interurbano
par_8_11416;CTRA.M119-POL.IND.ALCAMAR;Ctra de Alcalá 4000;C1;Autobús Interurbano
par_8_11429;AV.DOCTOR MARAÑON-SANTORCAZ;Avda   Doctor Marañón 7;B3;Autobús Interurbano
par_8_11430;AV.DOCTOR MARAÑÓN-NUEVO BAZTÁN;Avda   Doctor Marañón 8;B3;Autobús Interurbano
par_8_12314;ANTIGUA M114-POL.IND.LOS TRES;Ctra de Torrejón 17;B2;Autobús Interurbano
par_8_12419;CTRA.M113-URB.EL PARAISO;Ctra de Ajalvir 13;C1;Autobús Interurbano
par_8_12420;CTRA.M113-URB.EL PARAISO;Calle los Cerrillos 1;C1;Autobús Interurbano
par_8_12628;NIÑO-PZA.MESÓN DE LA FUENTE;Calle del Niño 1;B3;Autobús Interurbano
par_8_12655;LUIS ASTRANA MARÍN-ANDRÉS LLORENTE;Calle   Luis Astrana Marín 12;B3;Autobús Interurbano
par_8_12753;URB.NUEVO CAMARMA-AV.COMPLUTENSE;Avda de la Complutense 52;C1;Autobús Interurbano
par_8_12754;URB.NUEVO CAMARMA-AV.COMPLUTENSE;Avda de la Complutense 54;C1;Autobús Interurbano
par_8_12793;AV.COMPLUTENSE-ENRIQUE MOYA;Avda de la Complutense 30;C1;Autobús Interurbano
par_8_12794;CTRA.VALDEAVERO-URB.EL COTO;Ctra de Valdeavero 5900;C1;Autobús Interurbano
par_8_12795;CTRA.VALDEAVERO-URB.EL COTO;Ctra de Valdeavero 9;C1;Autobús Interurbano
par_8_15549;CTRA.FRESNO-CºDEL CEMENTERIO;Ctra a Fresno 10900;B3;Autobús Interurbano
par_8_15550;AV.CONDE DE CORUÑA-VALDIDUEÑAS;Avda del Conde de Coruña 89;B3;Autobús Interurbano
par_8_15551;CTRA.COBEÑA-HNOS.ÁLVAREZ QUINTERO;Ctra   Cobeña 4400;B3;Autobús Interurbano
par_8_15787;AV.CASTILLOS-CASTILLO PEÑAFIEL;Avda  Castillas SN;E1;Autobús Interurbano
par_8_15788;AV.CASTILLOS-CASTILLO PEÑAFIEL;Avda  Castilla SN;E1;Autobús Interurbano
par_8_15790;AV.GUADALAJARA-JADRAQUE;Avda de Guadalajara SN;E1;Autobús Interurbano
par_8_15794;AV.GUADALAJARA-RÍO TAJUÑA;Avda de Guadalajara sn;E1;Autobús Interurbano
par_8_15795;AV.GUADALAJARA-RÍO TAJUÑA;Avda  Guadalajara SN;E1;Autobús Interurbano
par_8_15796;GTA.RIO JUCAR-CLUB SOCIAL;Gta  Río Júcar sn;E1;Autobús Interurbano
par_8_15841;AV.GUADALAJARA-JADRAQUE;Avda  Guadalajara SN;E1;Autobús Interurbano
par_8_15842;CTRA.ALCALÁ-TORREJÓN DEL REY;Ctra  Alcalá 0;E1;Autobús Interurbano
par_8_17273;AV.CIRCUNVALACIÓN-AV.LAS LOMAS;Avda   Circunvalación 7;B3;Autobús Interurbano
par_8_17274;VALDIDUEÑAS-PARQUE LOMAS ALTAS;Calle   Valdidueñas 40;B3;Autobús Interurbano
par_8_18827;CTRA.ALCALÁ-TORREJÓN DEL REY;Ctra  Alcalá SN;E1;Autobús Interurbano
par_8_18856;CTRA.N320-URB.PARQUE DE LAS CASTILLAS;N320 SN;E1;Autobús Interurbano
par_8_18857;CTRA.N320-URB.PARQUE DE LAS CASTILLAS;Ctra  N-320 SN;E1;Autobús Interurbano
par_8_19258;CTRA.ALCALÁ-URB.DE LAS ERAS;Ctra DE ALCALÁ A TORREJÓN SN;E1;Autobús Interurbano
par_8_19259;CTRA.ALCALÁ-URB.DE LAS ERAS;Ctra de Alacalá SN;E1;Autobús Interurbano
par_8_19353;PRINCIPAL-PALOMA;Calle   Principal 11;C1;Autobús Interurbano
par_8_19354;PRINCIPAL-PALOMA;Calle   Principal 11;C1;Autobús Interurbano
par_8_19355;PRINCIPAL Nº38;Calle   Principal 36;C1;Autobús Interurbano
par_8_19356;PRINCIPAL Nº25;Calle   Principal 23;C1;Autobús Interurbano
par_8_19357;PRINCIPAL-ZORZALES;Calle   Principal 58;C1;Autobús Interurbano
par_8_19358;PRINCIPAL-ZORZALES;Calle   Principal 60;C1;Autobús Interurbano
par_8_19359;ZORZALES-GOLONDRINAS;Calle del Zorzales 15;C1;Autobús Interurbano
par_8_19360;ZORZALES-GOLONDRINAS;Calle del Zorzales 18;C1;Autobús Interurbano
par_8_19361;LEÓN-CÓRDOBA;Calle   León 18;C1;Autobús Interurbano
par_8_19362;LEÓN-CÓRDOBA;Calle   León 20;C1;Autobús Interurbano
